id,budget,revenue,release_date,adjusted_revenue,year,cost_per_ticket,adjusted_budget,num_of_ticket_sold
112456,1000000,0,2012-06-01,0.0,2012,7.96,1177135.6783919598,0.0
112937,0,0,2012-08-29,0.0,2012,7.96,0.0,0.0
113406,0,0,2012-04-28,0.0,2012,7.96,0.0,0.0
114065,0,0,2003-03-20,0.0,2003,6.03,0.0,0.0
114635,4000000,0,2012-10-27,0.0,2012,7.96,4708542.713567839,0.0
115872,0,0,1997-10-10,0.0,1997,4.59,0.0,0.0
116584,0,0,2006-04-24,0.0,2006,6.55,0.0,0.0
117942,500000,0,2012-03-28,0.0,2012,7.96,588567.8391959799,0.0
118612,0,0,2012-08-27,0.0,2012,7.96,0.0,0.0
118957,30000000,32500000,2012-09-05,38256909.54773869,2012,7.96,35314070.35175879,4082914.5728643215
119458,500000,15919,2012-08-10,18738.822864321606,2012,7.96,588567.8391959799,1999.8743718592964
119657,500,0,2012-03-01,0.0,2012,7.96,588.5678391959799,0.0
121676,0,0,2012-09-14,0.0,2012,7.96,0.0,0.0
121986,0,4069826,2013-05-17,4690562.0688806875,2013,8.13,0.0,500593.6039360393
122906,12000000,87100449,2013-08-16,100385142.32841326,2013,8.13,13830258.302583022,10713462.361623615
124606,0,0,1995-09-09,0.0,1995,4.35,0.0,0.0
125052,0,0,1997-01-21,0.0,1997,4.59,0.0,0.0
125123,0,0,1998-06-24,0.0,1998,4.69,0.0,0.0
125263,0,0,1998-04-18,0.0,1998,4.69,0.0,0.0
125490,2400000,0,2012-09-19,0.0,2012,7.96,2825125.6281407033,0.0
125537,0,0,1999-09-16,0.0,1999,5.08,0.0,0.0
126141,0,0,2004-12-05,0.0,2004,6.21,0.0,0.0
126186,0,0,2012-05-03,0.0,2012,7.96,0.0,0.0
127867,0,0,2012-09-08,0.0,2012,7.96,0.0,0.0
127918,0,0,2012-07-09,0.0,2012,7.96,0.0,0.0
133575,4000000,0,1999-07-16,0.0,1999,5.08,7377952.755905511,0.0
133931,20000000,0,2012-06-05,0.0,2012,7.96,23542713.567839194,0.0
134371,0,0,2012-10-12,0.0,2012,7.96,0.0,0.0
134597,0,6842058,2012-09-21,8054030.585427135,2012,7.96,0.0,859555.0251256281
135595,0,0,2012-09-27,0.0,2012,7.96,0.0,0.0
137347,9000000,0,2013-11-29,0.0,2013,8.13,10372693.726937266,0.0
137955,1200000,0,2012-01-01,0.0,2012,7.96,1412562.8140703517,0.0
138697,3000000,0,2013-07-26,0.0,2013,8.13,3457564.5756457555,0.0
138976,625000,0,2013-05-16,0.0,2013,8.13,720325.9532595325,0.0
139715,500000,0,2012-04-27,0.0,2012,7.96,588567.8391959799,0.0
139998,0,0,2012-01-23,0.0,2012,7.96,0.0,0.0
142061,3500000,0,2013-01-18,0.0,2013,8.13,4033825.3382533817,0.0
142132,0,0,1999-09-17,0.0,1999,5.08,0.0,0.0
146216,84000000,148100000,2013-07-18,170688437.8843788,2013,8.13,96811808.11808115,18216482.164821647
146269,0,0,2000-03-12,0.0,2000,5.39,0.0,0.0
146631,2500000,0,2012-12-14,0.0,2012,7.96,2942839.1959798993,0.0
147767,0,126,2012-12-07,148.31909547738692,2012,7.96,0.0,15.829145728643216
150202,9000000,0,2013-02-01,0.0,2013,8.13,10372693.726937266,0.0
150211,0,0,2012-10-10,0.0,2012,7.96,0.0,0.0
153795,2000000,0,2013-01-16,0.0,2013,8.13,2305043.0504305037,0.0
157058,3000000,0,2013-01-14,0.0,2013,8.13,3457564.5756457555,0.0
157185,10000,0,2007-01-01,0.0,2007,6.88,13619.186046511626,0.0
157354,900000,17549645,2013-07-25,20226343.622386217,2013,8.13,1037269.3726937267,2158627.9212792125
157422,0,0,2015-10-16,0.0,2015,8.43,0.0,0.0
157909,0,0,2004-09-23,0.0,2004,6.21,0.0,0.0
158150,4000000,0,2012-07-21,0.0,2012,7.96,4708542.713567839,0.0
158752,650,0,2013-10-11,0.0,2013,8.13,749.1389913899137,0.0
158895,0,0,2013-06-28,0.0,2013,8.13,0.0,0.0
159014,1000000,5892466,2013-06-14,6791193.901599014,2013,8.13,1152521.5252152518,724780.565805658
159770,10000,0,2013-10-04,0.0,2013,8.13,11525.215252152519,0.0
161795,0,0,1998-04-22,0.0,1998,4.69,0.0,0.0
162396,50,60,1998-06-11,119.87206823027716,1998,4.69,99.89339019189764,12.793176972281449
164558,10000000,0,2013-08-28,0.0,2013,8.13,11525215.25215252,0.0
165864,4500000,0,2013-02-19,0.0,2013,8.13,5186346.863468633,0.0
166624,4700000,0,2013-09-13,0.0,2013,8.13,5416851.168511684,0.0
168027,0,0,2012-04-22,0.0,2012,7.96,0.0,0.0
170480,0,0,2010-06-15,0.0,2010,7.89,0.0,0.0
171759,0,0,2013-03-01,0.0,2013,8.13,0.0,0.0
172533,0,343341,2013-08-23,395707.8929889298,2013,8.13,0.0,42231.365313653136
173224,250,0,2013-02-28,0.0,2013,8.13,288.13038130381295,0.0
174311,10000000,0,2013-09-10,0.0,2013,8.13,11525215.25215252,0.0
174362,0,0,2013-04-20,0.0,2013,8.13,0.0,0.0
175291,0,0,2013-03-08,0.0,2013,8.13,0.0,0.0
175555,47000000,53396354,2013-12-13,61540447.353013515,2013,8.13,54168511.685116835,6567817.220172201
176074,0,0,2015-01-01,0.0,2015,8.43,0.0,0.0
176077,0,0,2013-03-11,0.0,2013,8.13,0.0,0.0
178862,0,0,2013-02-20,0.0,2013,8.13,0.0,0.0
180296,0,0,2014-06-27,0.0,2014,8.17,0.0,0.0
180383,500000,0,2012-10-04,0.0,2012,7.96,588567.8391959799,0.0
181330,0,32230907,2013-07-03,37146814.09471094,2013,8.13,0.0,3964441.205412054
181940,0,0,2007-07-20,0.0,2007,6.88,0.0,0.0
182291,0,0,2004-04-11,0.0,2004,6.21,0.0,0.0
182873,0,0,2013-01-01,0.0,2013,8.13,0.0,0.0
184341,20000000,0,2016-08-26,0.0,2016,8.65,21664739.884393062,0.0
184345,4000000,25343661,2014-04-17,29066108.148102812,2014,8.17,4587515.299877601,3102039.2900856794
184346,30000000,87937815,2014-07-01,100854017.93757649,2014,8.17,34406364.74908201,10763502.447980417
185465,0,0,2002-01-15,0.0,2002,5.81,0.0,0.0
185567,16000000,0,2013-12-04,0.0,2013,8.13,18440344.40344403,0.0
188161,40000000,86410000,2014-05-22,99101799.26560587,2014,8.17,45875152.99877601,10576499.388004895
188166,420000,993313,2014-04-25,1139209.64626683,2014,8.17,481689.1064871481,121580.53855569156
188652,0,0,2013-04-26,0.0,2013,8.13,0.0,0.0
189711,0,0,2014-03-08,0.0,2014,8.17,0.0,0.0
190847,0,24084,2013-08-11,27757.328413284125,2013,8.13,0.0,2962.361623616236
191229,0,0,1988-04-01,0.0,1988,4.11,0.0,0.0
192132,0,919591,2014-05-09,1054659.4455324358,2014,8.17,0.0,112557.03794369646
192134,0,523511,2013-11-15,603357.6961869617,2013,8.13,0.0,64392.496924969244
192210,3000000,0,2013-04-12,0.0,2013,8.13,3457564.5756457555,0.0
193603,60000,0,2012-10-13,0.0,2012,7.96,70628.14070351758,0.0
194588,0,0,2004-05-11,0.0,2004,6.21,0.0,0.0
198062,2000000,0,2013-07-09,0.0,2013,8.13,2305043.0504305037,0.0
198370,0,0,2014-04-15,0.0,2014,8.17,0.0,0.0
201132,1000000,0,2013-09-05,0.0,2013,8.13,1152521.5252152518,0.0
202575,34000000,64197205,2013-12-24,73988660.62115619,2013,8.13,39185731.857318565,7896335.178351783
202604,0,0,2013-05-29,0.0,2013,8.13,0.0,0.0
203833,0,76586316,2013-11-08,88267377.72693725,2013,8.13,0.0,9420211.070110701
205126,1800000,0,2013-06-27,0.0,2013,8.13,2074538.7453874534,0.0
205321,1000000,0,2013-07-11,0.0,2013,8.13,1152521.5252152518,0.0
205588,0,9930095,2016-05-05,10756646.260115607,2016,8.65,0.0,1147987.8612716761
206197,0,0,2015-04-10,0.0,2015,8.43,0.0,0.0
206213,0,0,2013-07-25,0.0,2013,8.13,0.0,0.0
206284,0,0,2013-10-04,0.0,2013,8.13,0.0,0.0
206296,0,0,2014-11-03,0.0,2014,8.17,0.0,0.0
206412,0,112521,2000-05-14,195607.00742115028,2000,5.39,0.0,20875.88126159555
207769,950000,0,2013-08-26,0.0,2013,8.13,1094895.4489544893,0.0
208869,10,0,2014-04-30,0.0,2014,8.17,11.468788249694002,0.0
209263,0,25288872,2013-09-18,29145969.328413278,2013,8.13,0.0,3110562.361623616
211557,0,0,2012-10-28,0.0,2012,7.96,0.0,0.0
215211,30000000,26576000,2014-05-14,30479451.65238678,2014,8.17,34406364.74908201,3252876.376988984
215881,0,0,2013-09-13,0.0,2013,8.13,0.0,0.0
215918,1000000,0,2013-12-31,0.0,2013,8.13,1152521.5252152518,0.0
218500,0,0,1983-08-19,0.0,1983,3.15,0.0,0.0
219716,0,0,1999-03-19,0.0,1999,5.08,0.0,0.0
220490,5000,0,2013-04-19,0.0,2013,8.13,5762.607626076259,0.0
222250,0,0,2013-09-20,0.0,2013,8.13,0.0,0.0
222649,0,0,2014-11-07,0.0,2014,8.17,0.0,0.0
223485,2000000,229094,2015-04-16,254639.47568208774,2015,8.43,2223013.048635824,27176.037959667854
224569,0,0,1999-09-16,0.0,1999,5.08,0.0,0.0
226354,0,0,2013-11-22,0.0,2013,8.13,0.0,0.0
226458,0,0,2015-01-16,0.0,2015,8.43,0.0,0.0
227783,42000000,122529966,2014-01-17,140527023.42962056,2014,8.17,48168910.64871481,14997547.858017135
228203,0,45710059,2015-02-20,50807028.8054567,2015,8.43,0.0,5422308.303677343
228550,0,0,2011-03-27,0.0,2011,7.93,0.0,0.0
231617,0,0,2013-10-13,0.0,2013,8.13,0.0,0.0
235271,0,0,2014-10-10,0.0,2014,8.17,0.0,0.0
239566,30000000,33448971,2014-08-01,38361916.556915544,2014,8.17,34406364.74908201,4094121.2974296208
239897,0,0,2014-01-24,0.0,2014,8.17,0.0,0.0
241257,0,17671101,2015-10-01,19641544.05338078,2015,8.43,0.0,2096216.0142348756
241766,3440000,0,2014-01-06,0.0,2014,8.17,3945263.1578947366,0.0
242083,1000000,0,2014-01-21,0.0,2014,8.17,1146878.8249694002,0.0
242166,25000000,0,2014-03-12,0.0,2014,8.17,28671970.624235004,0.0
242575,4000000,0,2013-10-18,0.0,2013,8.13,4610086.100861007,0.0
244267,0,336472,2014-07-18,385892.611995104,2014,8.17,0.0,41183.84332925337
244316,10000000,0,2015-02-27,0.0,2015,8.43,11115065.24317912,0.0
244403,5000000,58293,2014-10-17,66855.00734394125,2014,8.17,5734394.124847001,7135.00611995104
244534,0,0,2014-06-26,0.0,2014,8.17,0.0,0.0
244772,0,5284309,2014-01-18,6060462.096695226,2014,8.17,0.0,646794.247246022
244776,0,0,2014-01-20,0.0,2014,8.17,0.0,0.0
245700,0,5405500,2014-10-31,6199453.488372093,2014,8.17,0.0,661627.9069767442
246449,1493619,0,2013-12-29,0.0,2013,8.13,1721428.0479704794,0.0
248402,0,0,2014-04-16,0.0,2014,8.17,0.0,0.0
248774,0,3123963,2014-06-06,3582807.0146878823,2014,8.17,0.0,382370.0122399021
250066,10000000,0,2014-09-11,0.0,2014,8.17,11468788.249694003,0.0
250184,0,0,2014-03-29,0.0,2014,8.17,0.0,0.0
250902,50000,0,2013-11-21,0.0,2013,8.13,57626.076260762595,0.0
251471,650000,0,2015-07-31,0.0,2015,8.43,722479.2408066428,0.0
251979,0,0,2014-02-28,0.0,2014,8.17,0.0,0.0
252360,3500000,0,2013-12-27,0.0,2013,8.13,4033825.3382533817,0.0
253253,0,0,2014-05-15,0.0,2014,8.17,0.0,0.0
253261,0,0,2014-03-08,0.0,2014,8.17,0.0,0.0
253290,0,0,2014-03-10,0.0,2014,8.17,0.0,0.0
253306,0,0,2014-09-04,0.0,2014,8.17,0.0,0.0
253626,0,316472,2015-04-09,351760.6927639383,2015,8.43,0.0,37541.162514828
254024,0,0,2014-09-06,0.0,2014,8.17,0.0,0.0
255266,22000,0,2013-02-14,0.0,2013,8.13,25355.47355473554,0.0
256092,12000000,0,2014-05-26,0.0,2014,8.17,13762545.899632802,0.0
256687,8000000,0,2014-04-20,0.0,2014,8.17,9175030.599755201,0.0
256740,3500000,0,2014-03-04,0.0,2014,8.17,4014075.887392901,0.0
257087,4000000,0,2016-04-21,0.0,2016,8.65,4332947.976878612,0.0
258509,0,233755553,2015-12-17,259820822.25504148,2015,8.43,0.0,27729009.84578885
260947,3000000,0,2014-04-04,0.0,2014,8.17,3440636.4749082006,0.0
262543,7000000,0,2014-10-09,0.0,2014,8.17,8028151.774785802,0.0
263503,0,0,2014-05-02,0.0,2014,8.17,0.0,0.0
265208,30000000,0,2015-01-14,0.0,2015,8.43,33345195.729537364,0.0
266102,0,0,2014-07-03,0.0,2014,8.17,0.0,0.0
266857,0,0,2003-01-01,0.0,2003,6.03,0.0,0.0
268171,10000000,0,2014-03-07,0.0,2014,8.17,11468788.249694003,0.0
268917,100,0,2014-06-15,0.0,2014,8.17,114.68788249694002,0.0
269057,1000000,0,2014-09-08,0.0,2014,8.17,1146878.8249694002,0.0
270554,0,0,2013-11-08,0.0,2013,8.13,0.0,0.0
270938,4500000,11774,2014-09-05,13503.351285189718,2014,8.17,5160954.712362301,1441.126070991432
271185,950000,0,2014-04-19,0.0,2014,8.17,1089534.8837209302,0.0
271331,27000000,0,2014-06-19,0.0,2014,8.17,30965728.274173804,0.0
272724,1000000,0,2014-06-01,0.0,2014,8.17,1146878.8249694002,0.0
272726,0,0,2014-06-12,0.0,2014,8.17,0.0,0.0
274758,0,0,2014-06-24,0.0,2014,8.17,0.0,0.0
278316,1420000,0,2014-06-22,0.0,2014,8.17,1628567.9314565482,0.0
278348,0,0,2014-08-08,0.0,2014,8.17,0.0,0.0
279759,0,0,2008-01-01,0.0,2008,7.18,0.0,0.0
280381,0,0,2014-01-11,0.0,2014,8.17,0.0,0.0
281189,0,0,2003-11-05,0.0,2003,6.03,0.0,0.0
281230,0,0,2014-01-01,0.0,2014,8.17,0.0,0.0
281730,0,0,2014-06-13,0.0,2014,8.17,0.0,0.0
282128,0,0,2014-07-18,0.0,2014,8.17,0.0,0.0
283384,0,0,2014-08-05,0.0,2014,8.17,0.0,0.0
283671,10000000,0,2014-08-07,0.0,2014,8.17,11468788.249694003,0.0
283686,0,0,2014-08-27,0.0,2014,8.17,0.0,0.0
284296,0,25434291,2014-12-12,29170049.77600979,2014,8.17,0.0,3113132.3133414933
285743,0,0,2016-03-29,0.0,2016,8.65,0.0,0.0
286939,0,0,2012-01-20,0.0,2012,7.96,0.0,0.0
287524,1000000,0,2014-10-31,0.0,2014,8.17,1146878.8249694002,0.0
287625,0,0,2014-09-05,0.0,2014,8.17,0.0,0.0
287815,0,0,2008-10-10,0.0,2008,7.18,0.0,0.0
288927,0,0,2014-09-12,0.0,2014,8.17,0.0,0.0
288980,14500000,0,2014-08-21,0.0,2014,8.17,16629742.962056303,0.0
289180,0,0,2014-08-28,0.0,2014,8.17,0.0,0.0
290370,0,1500000,2014-09-27,1720318.2374541003,2014,8.17,0.0,183598.53121175032
290391,50000,0,2015-09-01,0.0,2015,8.43,55575.326215895606,0.0
290555,18000000,0,2014-08-28,0.0,2014,8.17,20643818.849449202,0.0
290825,5000000,0,2016-07-08,0.0,2016,8.65,5416184.971098266,0.0
291081,9000000,0,2009-02-28,0.0,2009,7.5,11243999.999999998,0.0
291362,1500000,0,2015-03-06,0.0,2015,8.43,1667259.7864768682,0.0
292481,5000000,0,2014-08-18,0.0,2014,8.17,5734394.124847001,0.0
292483,0,0,2014-09-23,0.0,2014,8.17,0.0,0.0
294086,0,0,2014-07-26,0.0,2014,8.17,0.0,0.0
294512,0,0,2014-07-21,0.0,2014,8.17,0.0,0.0
294550,0,0,2014-05-02,0.0,2014,8.17,0.0,0.0
294600,0,0,2013-01-01,0.0,2013,8.13,0.0,0.0
296943,0,0,2014-10-31,0.0,2014,8.17,0.0,0.0
297100,500000,0,2014-09-11,0.0,2014,8.17,573439.4124847001,0.0
297596,15000000,0,2014-12-04,0.0,2014,8.17,17203182.374541003,0.0
297621,0,0,2014-11-14,0.0,2014,8.17,0.0,0.0
298584,0,0,2016-02-12,0.0,2016,8.65,0.0,0.0
299145,0,0,2015-06-05,0.0,2015,8.43,0.0,0.0
299552,0,0,2013-12-05,0.0,2013,8.13,0.0,0.0
299553,2000000,0,2015-10-02,0.0,2015,8.43,2223013.048635824,0.0
300327,0,0,2010-09-01,0.0,2010,7.89,0.0,0.0
300706,5000000,0,2014-12-23,0.0,2014,8.17,5734394.124847001,0.0
306667,0,0,2015-01-10,0.0,2015,8.43,0.0,0.0
308467,0,0,2013-03-01,0.0,2013,8.13,0.0,0.0
308529,17000000,0,2016-07-14,0.0,2016,8.65,18415028.901734103,0.0
309425,0,0,2015-03-20,0.0,2015,8.43,0.0,0.0
309503,0,0,2015-08-28,0.0,2015,8.43,0.0,0.0
309919,2000000,0,2015-08-21,0.0,2015,8.43,2223013.048635824,0.0
310706,0,0,2009-05-13,0.0,2009,7.5,0.0,0.0
310933,0,0,2013-06-01,0.0,2013,8.13,0.0,0.0
312113,12500000,0,2012-12-07,0.0,2012,7.96,14714195.979899498,0.0
312791,3150000,0,2014-10-16,0.0,2014,8.17,3612668.2986536105,0.0
312793,0,0,2015-03-20,0.0,2015,8.43,0.0,0.0
316002,26000000,24487,2015-02-10,27217.46026097271,2015,8.43,28899169.632265713,2904.7449584816136
318040,0,0,2015-02-07,0.0,2015,8.43,0.0,0.0
319069,0,0,2015-01-24,0.0,2015,8.43,0.0,0.0
319910,15000000,0,2015-03-15,0.0,2015,8.43,16672597.864768682,0.0
320146,1000000,0,2016-03-11,0.0,2016,8.65,1083236.994219653,0.0
320435,0,0,2013-02-01,0.0,2013,8.13,0.0,0.0
322194,0,0,2015-03-10,0.0,2015,8.43,0.0,0.0
322745,50000,0,2015-02-09,0.0,2015,8.43,55575.326215895606,0.0
323270,0,0,2015-10-27,0.0,2015,8.43,0.0,0.0
323271,0,0,2015-08-28,0.0,2015,8.43,0.0,0.0
323967,700000,0,2015-03-13,0.0,2015,8.43,778054.5670225385,0.0
324352,300000,0,2010-05-20,0.0,2010,7.89,356273.76425855514,0.0
325123,300000,0,2015-03-10,0.0,2015,8.43,333451.9572953736,0.0
325140,0,0,2000-05-26,0.0,2000,5.39,0.0,0.0
325173,3000000,0,2015-12-11,0.0,2015,8.43,3334519.5729537364,0.0
325373,0,0,2016-10-02,0.0,2016,8.65,0.0,0.0
325579,0,0,2015-01-01,0.0,2015,8.43,0.0,0.0
326284,7500000,163080,2015-05-07,181264.4839857651,2015,8.43,8336298.932384341,19345.19572953737
326576,0,0,2014-04-05,0.0,2014,8.17,0.0,0.0
327833,10000000,0,2014-11-07,0.0,2014,8.17,11468788.249694003,0.0
328307,0,0,2014-11-20,0.0,2014,8.17,0.0,0.0
329540,1950000,0,2015-04-10,0.0,2015,8.43,2167437.7224199288,0.0
331493,600000,0,2014-01-01,0.0,2014,8.17,688127.2949816401,0.0
331592,0,0,2015-09-11,0.0,2015,8.43,0.0,0.0
331745,0,0,2014-11-15,0.0,2014,8.17,0.0,0.0
332285,35000000,0,2016-09-02,0.0,2016,8.65,37913294.79768786,0.0
332411,18000000,0,2016-04-14,0.0,2016,8.65,19498265.895953756,0.0
334074,20000000,0,2015-05-21,0.0,2015,8.43,22230130.48635824,0.0
334527,7000000,0,2015-11-20,0.0,2015,8.43,7780545.670225385,0.0
334531,20000000,0,2015-11-13,0.0,2015,8.43,22230130.48635824,0.0
335244,0,0,2015-04-17,0.0,2015,8.43,0.0,0.0
335866,0,0,2015-10-02,0.0,2015,8.43,0.0,0.0
335874,1000000,0,2015-04-03,0.0,2015,8.43,1111506.524317912,0.0
340611,0,3924527,2016-07-29,4251192.831213873,2016,8.65,0.0,453702.5433526011
340816,0,0,2015-12-04,0.0,2015,8.43,0.0,0.0
342502,3000000,0,2015-08-07,0.0,2015,8.43,3334519.5729537364,0.0
343409,0,0,2015-06-26,0.0,2015,8.43,0.0,0.0
345003,1200000,0,2015-11-20,0.0,2015,8.43,1333807.8291814944,0.0
346081,0,0,2015-06-26,0.0,2015,8.43,0.0,0.0
347548,0,0,2015-07-09,0.0,2015,8.43,0.0,0.0
347755,0,0,2016-01-28,0.0,2016,8.65,0.0,0.0
347764,0,0,2015-08-31,0.0,2015,8.43,0.0,0.0
347969,60000000,0,2015-12-11,0.0,2015,8.43,66690391.45907473,0.0
351043,3000000,0,2015-08-14,0.0,2015,8.43,3334519.5729537364,0.0
352978,5000000,0,2015-08-30,0.0,2015,8.43,5557532.62158956,0.0
354110,11000000,0,2015-09-16,0.0,2015,8.43,12226571.767497033,0.0
354624,0,0,2015-09-04,0.0,2015,8.43,0.0,0.0
355629,0,0,2013-10-27,0.0,2013,8.13,0.0,0.0
356216,2500000,0,2015-08-29,0.0,2015,8.43,2778766.31079478,0.0
356483,3000000,0,2015-10-16,0.0,2015,8.43,3334519.5729537364,0.0
356841,0,0,2015-07-03,0.0,2015,8.43,0.0,0.0
356987,0,0,2015-08-30,0.0,2015,8.43,0.0,0.0
357441,0,1000000,2015-07-31,1111506.524317912,2015,8.43,0.0,118623.96204033215
357834,1,0,2015-08-07,0.0,2015,8.43,1.111506524317912,0.0
360188,75000,0,2015-09-29,0.0,2015,8.43,83362.9893238434,0.0
360339,2300000,0,2015-10-22,0.0,2015,8.43,2556465.0059311977,0.0
361159,0,0,2015-10-08,0.0,2015,8.43,0.0,0.0
361398,0,0,2015-09-25,0.0,2015,8.43,0.0,0.0
361475,0,0,2016-05-20,0.0,2016,8.65,0.0,0.0
361505,0,0,2015-07-07,0.0,2015,8.43,0.0,0.0
362105,4400000,0,2015-09-29,0.0,2015,8.43,4890628.706998813,0.0
362765,0,0,2014-10-19,0.0,2014,8.17,0.0,0.0
365052,0,0,2015-10-23,0.0,2015,8.43,0.0,0.0
366967,0,0,2015-10-02,0.0,2015,8.43,0.0,0.0
367551,0,0,2015-12-11,0.0,2015,8.43,0.0,0.0
370464,0,0,2016-01-08,0.0,2016,8.65,0.0,0.0
370662,3500000,0,2015-09-04,0.0,2015,8.43,3890272.8351126923,0.0
371085,0,0,2015-01-01,0.0,2015,8.43,0.0,0.0
371690,350000,0,2015-10-20,0.0,2015,8.43,389027.28351126926,0.0
373314,11000000,0,2016-02-05,0.0,2016,8.65,11915606.936416185,0.0
374461,8000000,0,2016-09-16,0.0,2016,8.65,8665895.953757225,0.0
376004,750000,0,2016-01-05,0.0,2016,8.65,812427.7456647399,0.0
376010,0,0,2015-10-09,0.0,2015,8.43,0.0,0.0
378200,0,0,2016-03-11,0.0,2016,8.65,0.0,0.0
378237,300000,0,2014-12-01,0.0,2014,8.17,344063.64749082003,0.0
379532,0,0,2016-01-05,0.0,2016,8.65,0.0,0.0
380733,0,0,2016-02-02,0.0,2016,8.65,0.0,0.0
385383,27000000,0,2016-07-22,0.0,2016,8.65,29247398.843930636,0.0
385736,0,0,2016-09-09,0.0,2016,8.65,0.0,0.0
386826,0,0,2016-03-04,0.0,2016,8.65,0.0,0.0
389425,8000000,0,2016-05-06,0.0,2016,8.65,8665895.953757225,0.0
394047,2000000,0,2016-07-08,0.0,2016,8.65,2166473.988439306,0.0
396152,0,0,2016-05-03,0.0,2016,8.65,0.0,0.0
408429,200,0,2014-07-13,0.0,2014,8.17,229.37576499388004,0.0
426067,0,0,1990-01-01,0.0,1990,4.23,0.0,0.0
426469,0,0,2017-02-03,0.0,2017,8.97,0.0,0.0
433715,25000000,0,2014-06-15,0.0,2014,8.17,28671970.624235004,0.0
447027,5000000,0,2015-10-27,0.0,2015,8.43,5557532.62158956,0.0
459488,0,0,2015-12-12,0.0,2015,8.43,0.0,0.0
